Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent,Notes Number,Notes Percent
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Brooklyn Heights/Fort Greene,12,Poverty,"23,474",19.4,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Brooklyn Heights/Fort Greene,12,Poverty,"24,001",19.3,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Brooklyn Heights/Fort Greene,12,Poverty,"24,307",19.2,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Brooklyn Heights/Fort Greene,12,Poverty,"24,182",18.5,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Brooklyn Heights/Fort Greene,12,Poverty,"23,282",17.4,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Brownsville/Ocean Hill,26,Poverty,"43,447",36.6,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Brownsville/Ocean Hill,26,Poverty,"45,369",37.2,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Brownsville/Ocean Hill,26,Poverty,"45,448",36.8,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Brownsville/Ocean Hill,26,Poverty,"43,761",36,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Brownsville/Ocean Hill,26,Poverty,"43,833",36.7,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Bushwick,14,Poverty,"41,424",30.3,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Bushwick,14,Poverty,"40,260",29.2,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Bushwick,14,Poverty,"39,826",29.3,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Bushwick,14,Poverty,"38,525",28.6,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Bushwick,14,Poverty,"36,778",27.3,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Central Harlem,36,Poverty,"35,630",28.1,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Central Harlem,36,Poverty,"37,600",29.1,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Central Harlem,36,Poverty,"37,385",28.5,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Central Harlem,36,Poverty,"38,741",28.7,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Central Harlem,36,Poverty,"37,364",27.2,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Chelsea/Clinton/Midtown,31,Poverty,"17,576",12.6,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Chelsea/Clinton/Midtown,31,Poverty,"18,203",12.7,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Chelsea/Clinton/Midtown,31,Poverty,"19,151",13.1,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Chelsea/Clinton/Midtown,31,Poverty,"18,749",12.8,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Chelsea/Clinton/Midtown,31,Poverty,"20,104",13.5,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Coney Island,23,Poverty,"26,706",25.6,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Coney Island,23,Poverty,"28,936",27.4,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Coney Island,23,Poverty,"28,294",26.5,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Coney Island,23,Poverty,"27,396",25.2,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Coney Island,23,Poverty,"27,773",24.6,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, East Flatbush,27,Poverty,"22,049",16.1,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, East Flatbush,27,Poverty,"23,146",17.1,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, East Flatbush,27,Poverty,"23,465",17.3,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, East Flatbush,27,Poverty,"23,369",16.9,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, East Flatbush,27,Poverty,"22,507",16.4,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, East Harlem,37,Poverty,"36,569",31.5,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, East Harlem,37,Poverty,"38,489",32.8,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, East Harlem,37,Poverty,"39,280",33.2,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, East Harlem,37,Poverty,"40,251",33.8,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, East Harlem,37,Poverty,"41,871",34.3,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, East New York/Starret City,15,Poverty,"48,622",32.1,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, East New York/Starret City,15,Poverty,"48,393",32.2,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, East New York/Starret City,15,Poverty,"46,181",30.1,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, East New York/Starret City,15,Poverty,"45,244",29.2,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, East New York/Starret City,15,Poverty,"44,394",28.1,,
2009-13,Neighborhood (subborough/PUMA),Queens, Elmhurst/Corona,42,Poverty,"31,575",22.4,,
2010-14,Neighborhood (subborough/PUMA),Queens, Elmhurst/Corona,42,Poverty,"31,337",21.8,,
2011-15,Neighborhood (subborough/PUMA),Queens, Elmhurst/Corona,42,Poverty,"31,951",22.4,,
2012-16,Neighborhood (subborough/PUMA),Queens, Elmhurst/Corona,42,Poverty,"29,423",20.8,,
2013-17,Neighborhood (subborough/PUMA),Queens, Elmhurst/Corona,42,Poverty,"26,827",18.9,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Flatbush,24,Poverty,"34,273",22,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Flatbush,24,Poverty,"33,914",21.5,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Flatbush,24,Poverty,"34,582",21.5,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Flatbush,24,Poverty,"33,950",21,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Flatbush,24,Poverty,"33,876",20.7,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Flatlands/Canarsie,28,Poverty,"23,160",11.3,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Flatlands/Canarsie,28,Poverty,"25,160",12.1,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Flatlands/Canarsie,28,Poverty,"25,419",12.3,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Flatlands/Canarsie,28,Poverty,"24,006",11.5,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Flatlands/Canarsie,28,Poverty,"22,892",10.8,,
2009-13,Neighborhood (subborough/PUMA),Queens, Flushing/Whitestone,45,Poverty,"35,947",14.6,,
2010-14,Neighborhood (subborough/PUMA),Queens, Flushing/Whitestone,45,Poverty,"38,385",15.5,,
2011-15,Neighborhood (subborough/PUMA),Queens, Flushing/Whitestone,45,Poverty,"38,928",15.8,,
2012-16,Neighborhood (subborough/PUMA),Queens, Flushing/Whitestone,45,Poverty,"40,461",16.4,,
2013-17,Neighborhood (subborough/PUMA),Queens, Flushing/Whitestone,45,Poverty,"40,707",16.3,,
2009-13,Neighborhood (subborough/PUMA),Queens, Forest Hills/Rego Park,44,Poverty,"10,916",9.8,,
2010-14,Neighborhood (subborough/PUMA),Queens, Forest Hills/Rego Park,44,Poverty,"11,355",10.2,,
2011-15,Neighborhood (subborough/PUMA),Queens, Forest Hills/Rego Park,44,Poverty,"12,599",11.1,,
2012-16,Neighborhood (subborough/PUMA),Queens, Forest Hills/Rego Park,44,Poverty,"13,424",11.8,,
2013-17,Neighborhood (subborough/PUMA),Queens, Forest Hills/Rego Park,44,Poverty,"12,807",11,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Greenwich Village/Financial District,29,Poverty,"11,357",8.1,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Greenwich Village/Financial District,29,Poverty,"11,507",8,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Greenwich Village/Financial District,29,Poverty,"10,820",7.4,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Greenwich Village/Financial District,29,Poverty,"11,167",7.5,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Greenwich Village/Financial District,29,Poverty,"11,723",7.8,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Highbridge/South Concourse,3,Poverty,"49,676",36.1,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Highbridge/South Concourse,3,Poverty,"52,994",38,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Highbridge/South Concourse,3,Poverty,"53,605",38.5,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Highbridge/South Concourse,3,Poverty,"52,067",37.5,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Highbridge/South Concourse,3,Poverty,"52,929",37.1,,
2009-13,Neighborhood (subborough/PUMA),Queens, Hillcrest/Fresh Meadows,46,Poverty,"23,044",15.4,,
2010-14,Neighborhood (subborough/PUMA),Queens, Hillcrest/Fresh Meadows,46,Poverty,"23,320",15.4,,
2011-15,Neighborhood (subborough/PUMA),Queens, Hillcrest/Fresh Meadows,46,Poverty,"22,863",14.8,,
2012-16,Neighborhood (subborough/PUMA),Queens, Hillcrest/Fresh Meadows,46,Poverty,"22,211",14.1,,
2013-17,Neighborhood (subborough/PUMA),Queens, Hillcrest/Fresh Meadows,46,Poverty,"22,147",13.9,,
2009-13,Neighborhood (subborough/PUMA),Queens, Howard Beach/South Ozone Park,48,Poverty,"15,436",11.7,,
2010-14,Neighborhood (subborough/PUMA),Queens, Howard Beach/South Ozone Park,48,Poverty,"17,974",13.3,,
2011-15,Neighborhood (subborough/PUMA),Queens, Howard Beach/South Ozone Park,48,Poverty,"18,505",13.6,,
2012-16,Neighborhood (subborough/PUMA),Queens, Howard Beach/South Ozone Park,48,Poverty,"18,757",13.7,,
2013-17,Neighborhood (subborough/PUMA),Queens, Howard Beach/South Ozone Park,48,Poverty,"17,551",12.7,,
2009-13,Neighborhood (subborough/PUMA),Queens, Jackson Heights,41,Poverty,"36,765",20.5,,
2010-14,Neighborhood (subborough/PUMA),Queens, Jackson Heights,41,Poverty,"37,067",20.7,,
2011-15,Neighborhood (subborough/PUMA),Queens, Jackson Heights,41,Poverty,"35,857",19.7,,
2012-16,Neighborhood (subborough/PUMA),Queens, Jackson Heights,41,Poverty,"33,853",18.9,,
2013-17,Neighborhood (subborough/PUMA),Queens, Jackson Heights,41,Poverty,"29,450",16.5,,
2009-13,Neighborhood (subborough/PUMA),Queens, Jamaica,50,Poverty,"36,901",16.4,,
2010-14,Neighborhood (subborough/PUMA),Queens, Jamaica,50,Poverty,"38,063",16.2,,
2011-15,Neighborhood (subborough/PUMA),Queens, Jamaica,50,Poverty,"36,174",15.5,,
2012-16,Neighborhood (subborough/PUMA),Queens, Jamaica,50,Poverty,"34,925",14.8,,
2013-17,Neighborhood (subborough/PUMA),Queens, Jamaica,50,Poverty,"31,746",13.1,,
2009-13,Neighborhood (subborough/PUMA),Queens, Kew Gardens/Woodhaven,47,Poverty,"21,506",14.5,,
2010-14,Neighborhood (subborough/PUMA),Queens, Kew Gardens/Woodhaven,47,Poverty,"22,583",15.3,,
2011-15,Neighborhood (subborough/PUMA),Queens, Kew Gardens/Woodhaven,47,Poverty,"23,854",15.7,,
2012-16,Neighborhood (subborough/PUMA),Queens, Kew Gardens/Woodhaven,47,Poverty,"23,325",15.1,,
2013-17,Neighborhood (subborough/PUMA),Queens, Kew Gardens/Woodhaven,47,Poverty,"22,134",14.3,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Kingsbridge Heights/Mosholu,5,Poverty,"38,991",31.8,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Kingsbridge Heights/Mosholu,5,Poverty,"39,377",31.9,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Kingsbridge Heights/Mosholu,5,Poverty,"40,703",32.1,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Kingsbridge Heights/Mosholu,5,Poverty,"41,351",32.3,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Kingsbridge Heights/Mosholu,5,Poverty,"42,769",32.5,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Lower East Side/Chinatown,30,Poverty,"41,448",26,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Lower East Side/Chinatown,30,Poverty,"39,298",25.1,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Lower East Side/Chinatown,30,Poverty,"42,598",27.1,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Lower East Side/Chinatown,30,Poverty,"39,614",25.8,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Lower East Side/Chinatown,30,Poverty,"39,216",25.7,,
2009-13,Neighborhood (subborough/PUMA),Staten Island, Mid Island,54,Poverty,"12,059",9.2,,
2010-14,Neighborhood (subborough/PUMA),Staten Island, Mid Island,54,Poverty,"11,457",8.8,,
2011-15,Neighborhood (subborough/PUMA),Staten Island, Mid Island,54,Poverty,"12,729",9.7,,
2012-16,Neighborhood (subborough/PUMA),Staten Island, Mid Island,54,Poverty,"13,926",10.5,,
2013-17,Neighborhood (subborough/PUMA),Staten Island, Mid Island,54,Poverty,"14,979",11.1,,
2009-13,Neighborhood (subborough/PUMA),Queens, Middle Village/Ridgewood,43,Poverty,"24,357",14.5,,
2010-14,Neighborhood (subborough/PUMA),Queens, Middle Village/Ridgewood,43,Poverty,"24,607",14.7,,
2011-15,Neighborhood (subborough/PUMA),Queens, Middle Village/Ridgewood,43,Poverty,"23,360",13.8,,
2012-16,Neighborhood (subborough/PUMA),Queens, Middle Village/Ridgewood,43,Poverty,"21,637",12.5,,
2013-17,Neighborhood (subborough/PUMA),Queens, Middle Village/Ridgewood,43,Poverty,"19,821",11,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Morningside Heights/Hamilton Heights,35,Poverty,"32,825",27.4,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Morningside Heights/Hamilton Heights,35,Poverty,"33,395",27.9,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Morningside Heights/Hamilton Heights,35,Poverty,"33,066",27.4,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Morningside Heights/Hamilton Heights,35,Poverty,"31,079",26,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Morningside Heights/Hamilton Heights,35,Poverty,"30,136",24.9,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Morrisania/East Tremont,2,Poverty,"66,693",42.9,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Morrisania/East Tremont,2,Poverty,"71,026",44,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Morrisania/East Tremont,2,Poverty,"72,564",43.9,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Morrisania/East Tremont,2,Poverty,"71,267",42.7,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Morrisania/East Tremont,2,Poverty,"69,441",40.9,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Mott Haven/Hunts Point,1,Poverty,"60,491",42,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Mott Haven/Hunts Point,1,Poverty,"62,795",42.8,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Mott Haven/Hunts Point,1,Poverty,"64,169",43.1,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Mott Haven/Hunts Point,1,Poverty,"64,547",42.6,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Mott Haven/Hunts Point,1,Poverty,"62,860",41.5,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, N. Crown Heights/Prospect Heights,18,Poverty,"32,733",26.7,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, N. Crown Heights/Prospect Heights,18,Poverty,"31,952",25.9,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, N. Crown Heights/Prospect Heights,18,Poverty,"32,235",25.9,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, N. Crown Heights/Prospect Heights,18,Poverty,"31,846",25.1,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, N. Crown Heights/Prospect Heights,18,Poverty,"30,897",23.7,,
2009-13,Neighborhood (subborough/PUMA),Staten Island, North Shore,53,Poverty,"33,325",19.6,,
2010-14,Neighborhood (subborough/PUMA),Staten Island, North Shore,53,Poverty,"33,882",19.9,,
2011-15,Neighborhood (subborough/PUMA),Staten Island, North Shore,53,Poverty,"33,893",20,,
2012-16,Neighborhood (subborough/PUMA),Staten Island, North Shore,53,Poverty,"34,594",20.4,,
2013-17,Neighborhood (subborough/PUMA),Staten Island, North Shore,53,Poverty,"34,274",20.1,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Park Slope/Carroll Gardens,16,Poverty,"11,566",10.3,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Park Slope/Carroll Gardens,16,Poverty,"11,654",10.2,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Park Slope/Carroll Gardens,16,Poverty,"11,317",9.8,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Park Slope/Carroll Gardens,16,Poverty,"11,075",9.6,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Park Slope/Carroll Gardens,16,Poverty,"11,048",9.4,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Pelham Parkway,9,Poverty,"23,876",19.2,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Pelham Parkway,9,Poverty,"25,580",20.3,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Pelham Parkway,9,Poverty,"26,474",20.8,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Pelham Parkway,9,Poverty,"25,852",20.5,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Pelham Parkway,9,Poverty,"25,479",20.2,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Riverdale/Kingsbridge,6,Poverty,"17,084",16.8,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Riverdale/Kingsbridge,6,Poverty,"18,292",17.7,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Riverdale/Kingsbridge,6,Poverty,"18,462",17.7,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Riverdale/Kingsbridge,6,Poverty,"19,009",18.2,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Riverdale/Kingsbridge,6,Poverty,"19,175",18.2,,
2009-13,Neighborhood (subborough/PUMA),Queens, Rockaways,52,Poverty,"23,361",20.9,,
2010-14,Neighborhood (subborough/PUMA),Queens, Rockaways,52,Poverty,"22,872",20.2,,
2011-15,Neighborhood (subborough/PUMA),Queens, Rockaways,52,Poverty,"21,801",19,,
2012-16,Neighborhood (subborough/PUMA),Queens, Rockaways,52,Poverty,"22,440",19.2,,
2013-17,Neighborhood (subborough/PUMA),Queens, Rockaways,52,Poverty,"23,109",19.5,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Sheepshead Bay/Gravesend,25,Poverty,"22,421",15.3,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Sheepshead Bay/Gravesend,25,Poverty,"23,983",16.3,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Sheepshead Bay/Gravesend,25,Poverty,"24,529",16.4,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Sheepshead Bay/Gravesend,25,Poverty,"24,924",16.6,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Sheepshead Bay/Gravesend,25,Poverty,"23,997",15.6,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Soundview/Parkchester,7,Poverty,"52,168",28.4,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Soundview/Parkchester,7,Poverty,"52,200",28.2,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Soundview/Parkchester,7,Poverty,"52,959",28.6,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Soundview/Parkchester,7,Poverty,"55,155",29.3,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Soundview/Parkchester,7,Poverty,"53,399",28.2,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, South Crown Heights,19,Poverty,"24,741",22.8,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, South Crown Heights,19,Poverty,"24,697",22.6,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, South Crown Heights,19,Poverty,"23,504",21.3,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, South Crown Heights,19,Poverty,"23,061",21,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, South Crown Heights,19,Poverty,"21,749",20.1,,
2009-13,Neighborhood (subborough/PUMA),Staten Island, South Shore,55,Poverty,"9,572",5.9,,
2010-14,Neighborhood (subborough/PUMA),Staten Island, South Shore,55,Poverty,"12,066",7.3,,
2011-15,Neighborhood (subborough/PUMA),Staten Island, South Shore,55,Poverty,"11,848",7.1,,
2012-16,Neighborhood (subborough/PUMA),Staten Island, South Shore,55,Poverty,"12,010",7.3,,
2013-17,Neighborhood (subborough/PUMA),Staten Island, South Shore,55,Poverty,"11,482",7,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Stuyvesant Town/Turtle Bay,32,Poverty,"12,878",9,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Stuyvesant Town/Turtle Bay,32,Poverty,"13,440",9.5,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Stuyvesant Town/Turtle Bay,32,Poverty,"13,735",9.7,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Stuyvesant Town/Turtle Bay,32,Poverty,"12,573",8.9,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Stuyvesant Town/Turtle Bay,32,Poverty,"12,674",8.8,,
2009-13,Neighborhood (subborough/PUMA),Queens, Sunnyside/Woodside,40,Poverty,"17,412",13.4,,
2010-14,Neighborhood (subborough/PUMA),Queens, Sunnyside/Woodside,40,Poverty,"19,413",14.4,,
2011-15,Neighborhood (subborough/PUMA),Queens, Sunnyside/Woodside,40,Poverty,"20,230",14.7,,
2012-16,Neighborhood (subborough/PUMA),Queens, Sunnyside/Woodside,40,Poverty,"18,999",13.8,,
2013-17,Neighborhood (subborough/PUMA),Queens, Sunnyside/Woodside,40,Poverty,"17,600",12.8,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Sunset Park,17,Poverty,"41,399",28,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Sunset Park,17,Poverty,"42,375",28.6,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Sunset Park,17,Poverty,"43,792",29.2,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Sunset Park,17,Poverty,"43,723",29.4,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Sunset Park,17,Poverty,"39,844",27.1,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Throgs Neck/Co-op City,8,Poverty,"15,202",13,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Throgs Neck/Co-op City,8,Poverty,"15,027",12.5,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Throgs Neck/Co-op City,8,Poverty,"14,504",12.1,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Throgs Neck/Co-op City,8,Poverty,"14,265",12,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Throgs Neck/Co-op City,8,Poverty,"13,535",11.4,,
2009-13,Neighborhood (subborough/PUMA),Bronx, University Heights/Fordham,4,Poverty,"53,913",40.9,,
2010-14,Neighborhood (subborough/PUMA),Bronx, University Heights/Fordham,4,Poverty,"54,496",41.6,,
2011-15,Neighborhood (subborough/PUMA),Bronx, University Heights/Fordham,4,Poverty,"55,912",41.7,,
2012-16,Neighborhood (subborough/PUMA),Bronx, University Heights/Fordham,4,Poverty,"56,415",41.6,,
2013-17,Neighborhood (subborough/PUMA),Bronx, University Heights/Fordham,4,Poverty,"55,621",40,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Upper East Side,34,Poverty,"14,438",6.8,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Upper East Side,34,Poverty,"15,612",7.2,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Upper East Side,34,Poverty,"14,348",6.6,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Upper East Side,34,Poverty,"14,588",6.7,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Upper East Side,34,Poverty,"13,604",6.2,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Upper West Side,33,Poverty,"19,569",10.1,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Upper West Side,33,Poverty,"19,190",9.9,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Upper West Side,33,Poverty,"19,121",10,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Upper West Side,33,Poverty,"18,943",9.9,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Upper West Side,33,Poverty,"19,387",10.1,,
2009-13,Neighborhood (subborough/PUMA),Manhattan, Washington Heights/Inwood,38,Poverty,"53,858",26,,
2010-14,Neighborhood (subborough/PUMA),Manhattan, Washington Heights/Inwood,38,Poverty,"52,224",24.8,,
2011-15,Neighborhood (subborough/PUMA),Manhattan, Washington Heights/Inwood,38,Poverty,"54,086",25.4,,
2012-16,Neighborhood (subborough/PUMA),Manhattan, Washington Heights/Inwood,38,Poverty,"54,142",25.2,,
2013-17,Neighborhood (subborough/PUMA),Manhattan, Washington Heights/Inwood,38,Poverty,"51,404",23.6,,
2009-13,Neighborhood (subborough/PUMA),Bronx, Williamsbridge/Baychester,10,Poverty,"27,371",19.3,,
2010-14,Neighborhood (subborough/PUMA),Bronx, Williamsbridge/Baychester,10,Poverty,"27,793",19.8,,
2011-15,Neighborhood (subborough/PUMA),Bronx, Williamsbridge/Baychester,10,Poverty,"28,222",19.9,,
2012-16,Neighborhood (subborough/PUMA),Bronx, Williamsbridge/Baychester,10,Poverty,"27,787",19.4,,
2013-17,Neighborhood (subborough/PUMA),Bronx, Williamsbridge/Baychester,10,Poverty,"26,989",18.5,,
2009-13,Neighborhood (subborough/PUMA),Brooklyn, Williamsburg/Greenpoint,11,Poverty,"42,037",28.7,,
2010-14,Neighborhood (subborough/PUMA),Brooklyn, Williamsburg/Greenpoint,11,Poverty,"40,373",27.1,,
2011-15,Neighborhood (subborough/PUMA),Brooklyn, Williamsburg/Greenpoint,11,Poverty,"40,370",26.4,,
2012-16,Neighborhood (subborough/PUMA),Brooklyn, Williamsburg/Greenpoint,11,Poverty,"39,824",25.4,,
2013-17,Neighborhood (subborough/PUMA),Brooklyn, Williamsburg/Greenpoint,11,Poverty,"38,444",24,,
2009-13,Neighborhood (community district),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Poverty,"20,536",15.8,,
2010-14,Neighborhood (community district),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Poverty,"21,795",16.7,,
2011-15,Neighborhood (community district),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Poverty,"20,998",16.2,,
2012-16,Neighborhood (community district),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Poverty,"20,271",16.3,,
2013-17,Neighborhood (community district),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Poverty,"19,761",15.9,,
2009-13,Neighborhood (community district),Queens, Bayside and Little Neck (CD11),411,Poverty,"9,608",8,,
2010-14,Neighborhood (community district),Queens, Bayside and Little Neck (CD11),411,Poverty,"9,567",7.9,,
2011-15,Neighborhood (community district),Queens, Bayside and Little Neck (CD11),411,Poverty,"9,629",8,,
2012-16,Neighborhood (community district),Queens, Bayside and Little Neck (CD11),411,Poverty,"8,998",7.5,,
2013-17,Neighborhood (community district),Queens, Bayside and Little Neck (CD11),411,Poverty,"9,814",8.2,,
